6.809999847412109375e+01,6.872366333007812500e+01
6.759999847412109375e+01,6.856345367431640625e+01
6.830000305175781250e+01,6.782060241699218750e+01
6.750000000000000000e+01,6.797196197509765625e+01
6.969999694824218750e+01,6.788790130615234375e+01
6.640000152587890625e+01,6.821263885498046875e+01
6.780000305175781250e+01,6.800209045410156250e+01
6.719999694824218750e+01,6.862787628173828125e+01
6.800000000000000000e+01,6.760168457031250000e+01
6.809999847412109375e+01,6.778964996337890625e+01
6.669999694824218750e+01,6.748963928222656250e+01
6.794999694824218750e+01,6.766577148437500000e+01
6.809999847412109375e+01,6.778121948242187500e+01
6.950000000000000000e+01,6.753593444824218750e+01
6.919999694824218750e+01,6.784156799316406250e+01
6.884999847412109375e+01,6.789362335205078125e+01
6.847499847412109375e+01,6.847729492187500000e+01
6.769999694824218750e+01,6.861260986328125000e+01
6.740000152587890625e+01,6.863310241699218750e+01
6.250000000000000000e+01,6.847744750976562500e+01
6.580000305175781250e+01,6.804497528076171875e+01
6.805000305175781250e+01,6.779764556884765625e+01
6.750000000000000000e+01,6.576780700683593750e+01
6.390000152587890625e+01,6.671501922607421875e+01
6.680000305175781250e+01,6.745418548583984375e+01
6.730000305175781250e+01,6.741225433349609375e+01
6.709999847412109375e+01,6.598112487792968750e+01
6.925000000000000000e+01,6.665026092529296875e+01
6.719999694824218750e+01,6.687680053710937500e+01
6.719999694824218750e+01,6.681683349609375000e+01
6.865000152587890625e+01,6.785039520263671875e+01
6.875000000000000000e+01,6.749459838867187500e+01
6.880000305175781250e+01,6.751870727539062500e+01
7.030000305175781250e+01,6.777283477783203125e+01
7.034999847412109375e+01,6.809503936767578125e+01
6.797499847412109375e+01,6.835778808593750000e+01
6.959999847412109375e+01,6.890145111083984375e+01
7.200000000000000000e+01,6.925940704345703125e+01
7.134999847412109375e+01,6.847330474853515625e+01
7.082499694824218750e+01,6.891545104980468750e+01
7.009999847412109375e+01,6.977324676513671875e+01
7.009999847412109375e+01,6.994450378417968750e+01
7.080000305175781250e+01,7.007255554199218750e+01
7.340000152587890625e+01,6.990758514404296875e+01
7.325000000000000000e+01,6.974781799316406250e+01
7.130000305175781250e+01,6.989679718017578125e+01
7.230000305175781250e+01,7.094688415527343750e+01
7.250000000000000000e+01,7.136120605468750000e+01
7.400000000000000000e+01,7.006239318847656250e+01
7.234999847412109375e+01,7.028139495849609375e+01
7.169999694824218750e+01,7.047994995117187500e+01
7.190000152587890625e+01,7.116098785400390625e+01
7.300000000000000000e+01,7.127462005615234375e+01
7.144999694824218750e+01,7.106524658203125000e+01
6.680000305175781250e+01,7.099337768554687500e+01
6.300000000000000000e+01,7.132960510253906250e+01
6.430000305175781250e+01,6.971102905273437500e+01
6.515000152587890625e+01,6.449748992919921875e+01
6.525000000000000000e+01,6.086774063110351562e+01
6.079999923706054688e+01,6.175457000732421875e+01
6.115000152587890625e+01,6.285602951049804688e+01
4.900000000000000000e+01,6.202220916748046875e+01
4.260000228881835938e+01,5.648373794555664062e+01
4.777499771118164062e+01,5.557936096191406250e+01
3.839999771118164062e+01,4.962377929687500000e+01
4.090000152587890625e+01,4.752453231811523438e+01
4.520000076293945312e+01,4.696152496337890625e+01
3.940000152587890625e+01,4.464188766479492188e+01
4.340000152587890625e+01,4.497873687744140625e+01
5.025000000000000000e+01,4.650033187866210938e+01
4.029999923706054688e+01,4.363920974731445312e+01
3.440000152587890625e+01,4.506331634521484375e+01
4.754999923706054688e+01,4.863702011108398438e+01
3.970000076293945312e+01,4.509519577026367188e+01
4.984999847412109375e+01,4.138722991943359375e+01
5.487500000000000000e+01,4.263678741455078125e+01
4.409999847412109375e+01,4.414140701293945312e+01
2.069999694824218750e+01,4.280435943603515625e+01
2.469999694824218750e+01,4.647666931152343750e+01
3.502500152587890625e+01,4.521323394775390625e+01
5.214999771118164062e+01,3.466131591796875000e+01
2.320000076293945312e+01,3.485625457763671875e+01
2.289999771118164062e+01,3.816348648071289062e+01
2.279999923706054688e+01,4.386964035034179688e+01
4.154999923706054688e+01,3.410927200317382812e+01
4.284999847412109375e+01,3.286419296264648438e+01
5.132500076293945312e+01,3.075750541687011719e+01
5.198749923706054688e+01,3.745071792602539062e+01
3.371249771118164062e+01,4.357767486572265625e+01
4.590625000000000000e+01,4.674584960937500000e+01
2.720000076293945312e+01,4.900832748413085938e+01
4.290000152587890625e+01,4.164797210693359375e+01
5.145000076293945312e+01,4.194218444824218750e+01
2.830000114440917969e+01,3.755001831054687500e+01
2.439999771118164062e+01,3.856926345825195312e+01
3.010000038146972656e+01,4.379941558837890625e+01
4.420000076293945312e+01,3.864693832397460938e+01
3.059999847412109375e+01,3.644795989990234375e+01
3.550000000000000000e+01,3.742701721191406250e+01
3.289999771118164062e+01,4.272064971923828125e+01
2.690000152587890625e+01,3.959701919555664062e+01
4.220000076293945312e+01,4.068380737304687500e+01
4.539999771118164062e+01,3.803735733032226562e+01
5.170000076293945312e+01,3.432133102416992188e+01
3.129999923706054688e+01,3.571655654907226562e+01
4.407500076293945312e+01,4.051661682128906250e+01
4.479999923706054688e+01,4.697956848144531250e+01
3.650000000000000000e+01,3.957728576660156250e+01
4.692499923706054688e+01,4.012357330322265625e+01
5.178749847412109375e+01,4.419069290161132812e+01
5.159999847412109375e+01,4.278393173217773438e+01
5.490000152587890625e+01,4.591460800170898438e+01
5.320000076293945312e+01,4.864860916137695312e+01
5.379999923706054688e+01,4.991178894042968750e+01
5.329999923706054688e+01,5.187193298339843750e+01
4.859999847412109375e+01,5.132698822021484375e+01
4.959999847412109375e+01,5.260029602050781250e+01
5.140000152587890625e+01,5.200529098510742188e+01
5.200000000000000000e+01,5.080827713012695312e+01
5.240000152587890625e+01,5.137638473510742188e+01
5.570000076293945312e+01,5.164866638183593750e+01
5.520000076293945312e+01,5.177771377563476562e+01
5.650000000000000000e+01,5.169775009155273438e+01
5.652500152587890625e+01,5.228150558471679688e+01
5.529999923706054688e+01,5.250139236450195312e+01
5.500000000000000000e+01,5.380391311645507812e+01
5.509999847412109375e+01,5.374623489379882812e+01
5.559999847412109375e+01,5.313585662841796875e+01
5.650000000000000000e+01,5.354298019409179688e+01
5.670000076293945312e+01,5.431029510498046875e+01
5.620000076293945312e+01,5.415122985839843750e+01
5.629999923706054688e+01,5.408917236328125000e+01
5.629999923706054688e+01,5.444301223754882812e+01
5.690000152587890625e+01,5.482105636596679688e+01
5.659999847412109375e+01,5.469293975830078125e+01
5.759999847412109375e+01,5.484789276123046875e+01
5.750000000000000000e+01,5.526410293579101562e+01
5.729999923706054688e+01,5.520308685302734375e+01
5.609999847412109375e+01,5.549562454223632812e+01
5.700000000000000000e+01,5.564970779418945312e+01
5.590000152587890625e+01,5.541533279418945312e+01
5.784999847412109375e+01,5.537084579467773438e+01
5.609999847412109375e+01,5.592240905761718750e+01
5.629999923706054688e+01,5.563132095336914062e+01
5.640000152587890625e+01,5.608693313598632812e+01
5.659999847412109375e+01,5.589746475219726562e+01
5.820000076293945312e+01,5.540336227416992188e+01
5.720000076293945312e+01,5.540061569213867188e+01
5.600000000000000000e+01,5.568738937377929688e+01
5.659999847412109375e+01,5.604269409179687500e+01
5.745000076293945312e+01,5.637480545043945312e+01
5.872499847412109375e+01,5.576723480224609375e+01
5.609999847412109375e+01,5.555733871459960938e+01
5.509999847412109375e+01,5.607435989379882812e+01
5.709999847412109375e+01,5.641407394409179688e+01
5.804999923706054688e+01,5.554985427856445312e+01
5.740000152587890625e+01,5.561417388916015625e+01
5.840000152587890625e+01,5.613815307617187500e+01
5.790000152587890625e+01,5.657699584960937500e+01
5.829999923706054688e+01,5.638295364379882812e+01
5.870000076293945312e+01,5.691407012939453125e+01
5.779999923706054688e+01,5.667490005493164062e+01
5.940000152587890625e+01,5.670562362670898438e+01
4.640000152587890625e+01,5.729236984252929688e+01
5.295000076293945312e+01,5.705215454101562500e+01
5.459999847412109375e+01,5.755853652954101562e+01
5.704999923706054688e+01,5.057706069946289062e+01
5.859999847412109375e+01,5.145333480834960938e+01
5.959999847412109375e+01,5.222175598144531250e+01
6.045000076293945312e+01,5.358690643310546875e+01
5.890000152587890625e+01,5.567917633056640625e+01
5.940000152587890625e+01,5.618750762939453125e+01
5.979999923706054688e+01,5.668410110473632812e+01
6.075000000000000000e+01,5.619162750244140625e+01
6.009999847412109375e+01,5.699142456054687500e+01
6.120000076293945312e+01,5.787607955932617188e+01
6.090000152587890625e+01,5.899003982543945312e+01
6.020000076293945312e+01,5.882673263549804688e+01
5.506250000000000000e+01,5.988528442382812500e+01
6.129999923706054688e+01,5.987210083007812500e+01
6.320000076293945312e+01,5.947537994384765625e+01
5.775000000000000000e+01,5.724324798583984375e+01
6.120000076293945312e+01,5.909868621826171875e+01
6.209999847412109375e+01,6.104233169555664062e+01
6.129999923706054688e+01,5.908893203735351562e+01
6.050000000000000000e+01,6.002950668334960938e+01
6.129999923706054688e+01,6.068769836425781250e+01
6.304999923706054688e+01,6.058008193969726562e+01
5.979999923706054688e+01,6.061355972290039062e+01
6.190000152587890625e+01,6.135614395141601562e+01
6.379999923706054688e+01,6.188848114013671875e+01
6.490000152587890625e+01,6.019019699096679688e+01
6.500000000000000000e+01,6.149099349975585938e+01
6.507499694824218750e+01,6.281211853027343750e+01
6.259999847412109375e+01,6.368341827392578125e+01
6.525000000000000000e+01,6.454698944091796875e+01
6.592500305175781250e+01,6.465185546875000000e+01
6.509999847412109375e+01,6.317736816406250000e+01
6.519999694824218750e+01,6.442064666748046875e+01
6.590000152587890625e+01,6.534597015380859375e+01
6.550000000000000000e+01,6.484272766113281250e+01
6.630000305175781250e+01,6.526148223876953125e+01
6.590000152587890625e+01,6.568551635742187500e+01
6.440000152587890625e+01,6.563880157470703125e+01
6.525000000000000000e+01,6.627611541748046875e+01
6.569999694824218750e+01,6.645085144042968750e+01
6.522499847412109375e+01,6.587383270263671875e+01
6.616249847412109375e+01,6.618595886230468750e+01
6.619999694824218750e+01,6.635019683837890625e+01
6.705000305175781250e+01,6.623135375976562500e+01
6.469999694824218750e+01,6.648426055908203125e+01
6.480000305175781250e+01,6.658773040771484375e+01
6.530000305175781250e+01,6.696522521972656250e+01
6.650000000000000000e+01,6.638027954101562500e+01
6.750000000000000000e+01,6.646390533447265625e+01
6.550000000000000000e+01,6.637669372558593750e+01
6.650000000000000000e+01,6.672589874267578125e+01
6.650000000000000000e+01,6.716866302490234375e+01
6.530000305175781250e+01,6.678829193115234375e+01
6.600000000000000000e+01,6.684374237060546875e+01
6.700000000000000000e+01,6.663545227050781250e+01
6.669999694824218750e+01,6.626233673095703125e+01
6.740000152587890625e+01,6.642513275146484375e+01
6.825000000000000000e+01,6.672492980957031250e+01
6.659999847412109375e+01,6.677221679687500000e+01
6.744999694824218750e+01,6.683817291259765625e+01
6.822499847412109375e+01,6.716281890869140625e+01
6.856250000000000000e+01,6.693270874023437500e+01
6.819999694824218750e+01,6.709905242919921875e+01
6.700000000000000000e+01,6.739347839355468750e+01
6.669999694824218750e+01,6.777465820312500000e+01
